,TIME,Oy,Ox,Dy,Dx,Q,CITY
1035,43200.0,118.10355,24.469738,118.191116,25.053333,1,0
1045,43200.0,118.164162,25.059657,118.113041,24.479655,1,1
1040,43200.0,118.100044,24.590805,118.212508,25.04524,1,0
1057,43204.0,118.087005,24.603066,118.19889,25.06218,1,0
1058,43211.0,118.114059,24.605643,118.012529,25.022746,1,0
1059,43266.0,118.206441,25.046638,118.079729,24.632559,1,1
1062,43322.0,118.180259,24.478226,118.007457,25.009533,1,0
1063,43354.0,118.131739,24.49901,118.190981,25.055297,1,0
1065,43397.0,118.149126,24.49049,118.204985,25.061754,1,0
1066,43402.0,118.227533,25.066795,118.177901,24.464977,1,1
1068,43492.0,118.142259,24.60636,118.19321,25.037201,1,0
1069,43511.0,118.094644,24.607016,118.190668,25.056432,1,0
1074,43627.0,118.205541,25.070221,118.084172,24.479136,1,1
1078,43734.0,118.147895,24.488241,118.201892,25.03863,1,0
1080,43800.0,118.151191,24.529125,118.190419,25.049969,1,0
1082,43800.0,118.027835,25.199504,118.150797,24.494598,1,1
1084,43815.0,118.193006,25.057967,118.080403,24.620891,5,1
1085,43850.0,118.131739,24.49901,118.190981,25.055297,1,0
1087,43869.0,118.198032,24.492476,118.175578,25.055331,1,0
1088,43879.0,118.196659,24.483873,118.193446,25.05439,2,0
1089,43894.0,118.126126,24.433469,118.188962,25.0507,1,0
1090,43898.0,118.164545,25.066224,118.079329,24.600394,1,1
1091,43927.0,118.198748,25.063896,118.13159,24.509122,1,1
1092,44008.0,118.034072,24.564045,118.160845,25.071151,1,0
1093,44045.0,118.00439,24.9992,118.09298,24.461223,1,1
1095,44065.0,117.952096,25.018482,118.119146,24.523381,1,1
1096,44083.0,118.045219,25.221812,118.120895,24.464931,1,1
1103,44227.0,118.144841,24.472665,118.006031,24.99819,1,0
1105,44275.0,118.190739,25.045933,118.13214,24.486026,1,1
1106,44344.0,118.146662,24.51129,118.181948,25.038117,1,0
1114,44400.0,118.200731,25.052874,118.187863,24.505234,1,1
1110,44400.0,118.190122,25.051552,118.143808,24.504469,2,1
1112,44400.0,118.138234,24.475456,118.189725,25.049679,1,0
1116,44400.0,118.077978,24.454305,117.952965,25.016284,1,0
1118,44526.0,118.131899,24.468856,118.195619,25.043735,1,0
1120,44586.0,118.131442,24.486703,118.185638,25.047628,1,0
1121,44624.0,118.115388,24.599833,117.99922,24.997909,2,0
1122,44634.0,118.132283,24.487446,118.203509,25.068618,1,0
1124,44700.0,118.198888,25.062181,118.091533,24.5961,1,1
1125,44751.0,118.193588,25.053282,118.092841,24.44819,1,1
1126,44779.0,118.097579,24.570666,118.212446,25.063386,1,0
1129,44830.0,118.182386,24.474953,118.007456,25.009528,1,0
1130,44865.0,117.950345,25.016564,118.19251,24.522922,1,1
1131,44878.0,118.190431,25.049293,118.102663,24.488368,1,1
1132,44881.0,118.191928,25.037875,118.123204,24.5147,1,1
1135,44950.0,118.005121,24.999133,118.09298,24.461223,1,1
1151,45000.0,118.192538,25.044891,118.129717,24.505655,1,1
1140,45000.0,118.003814,24.998624,118.09298,24.461223,1,1
1136,45000.0,118.165337,24.528933,118.194028,25.036889,1,0
1139,45000.0,118.236162,25.063528,118.163166,24.538075,1,1
1141,45000.0,118.200907,25.045821,118.14278,24.515578,1,1
1146,45000.0,118.050562,25.230482,118.105526,24.572644,2,1
1150,45000.0,118.199762,25.039574,118.152415,24.528681,1,1
1143,45000.0,118.182792,25.055632,118.143373,24.489629,1,1
1145,45000.0,118.197221,25.045417,118.153737,24.525408,1,1
1142,45000.0,118.202905,25.06646,118.127249,24.500254,1,1
1144,45000.0,117.951082,25.018882,118.129907,24.494231,2,1
1152,45023.0,118.045219,25.221812,118.079019,24.633511,1,1
1154,45087.0,118.145101,24.485233,118.073226,25.018177,1,0
1155,45099.0,118.09018,24.955137,118.15498,24.508785,1,1
1156,45100.0,118.01181,25.01498,118.09516,24.58229,1,1
1157,45116.0,118.175588,25.055604,118.07044,24.5618,2,1
1158,45145.0,118.144041,24.49014,118.004555,24.99909,1,0
1160,45180.0,118.182386,24.474953,117.994706,24.997565,1,0
1162,45276.0,118.051678,25.224098,118.047255,24.612908,1,1
1163,45292.0,118.163937,24.507302,118.007459,25.009528,2,0
1164,45315.0,118.097504,24.942873,118.180182,24.471431,1,1
1168,45424.0,118.211105,25.046531,118.097096,24.510366,1,1
1180,45600.0,118.19321,25.037201,118.06751,24.591783,1,1
1171,45600.0,118.075133,24.64045,118.227995,25.073864,1,0
1174,45600.0,118.196623,25.061853,118.147405,24.506342,1,1
1178,45600.0,118.236162,25.063528,118.163166,24.538075,2,1
1181,45600.0,118.19321,25.037201,118.06751,24.591783,1,1
1179,45600.0,118.183143,25.066585,118.091677,24.62959,1,1
1172,45600.0,118.084931,24.633965,118.212446,25.063386,1,0
1192,45790.0,118.050284,25.23372,118.13387,24.508447,2,1
1196,45924.0,118.191731,25.054499,118.078909,24.633657,1,1
1198,45984.0,118.102942,25.19112,118.133157,24.447373,1,1
1201,45996.0,118.098031,25.018642,118.096254,24.464747,1,1
1212,46200.0,118.082309,24.634095,118.05178,25.233792,1,0
1208,46200.0,118.18404,24.500571,118.190388,25.049029,1,0
1211,46200.0,118.166659,25.067308,118.168326,24.510166,1,1
1209,46200.0,118.176074,25.062325,118.1126,24.51152,1,1
1213,46200.0,118.052974,24.592463,118.223146,25.072731,1,0
1214,46213.0,118.210516,25.044148,118.101836,24.463982,1,1
1215,46226.0,118.195717,25.056247,118.11721,24.515734,1,1
1216,46228.0,118.193192,25.05897,118.129806,24.467792,1,1
1218,46233.0,118.098253,24.5046,118.162468,25.048299,1,0
1217,46233.0,117.949484,25.023043,118.158645,24.515978,1,1
1219,46294.0,118.192648,25.036936,118.17478,24.486553,2,1
1221,46328.0,117.94758,25.021695,118.129194,24.49464,1,1
1222,46346.0,118.09566,24.467095,118.195928,25.060148,1,0
1223,46381.0,118.079962,24.459037,118.063476,25.019954,1,0
1224,46409.0,118.163451,24.477162,118.12562,25.164767,1,0
1226,46436.0,118.099687,25.012165,118.112934,24.522754,1,1
1227,46501.0,118.132872,24.496271,118.1918,25.056076,1,0
1229,46542.0,118.195104,25.038894,118.136919,24.494038,1,1
1231,46653.0,118.138382,24.491428,118.194537,25.05443,1,0
1233,46684.0,118.130148,24.493689,117.950429,25.019158,1,0
1234,46713.0,118.119562,24.599997,118.104451,25.018822,1,0
1236,46727.0,118.12155,24.433728,118.196755,25.059379,1,0
1237,46771.0,118.117877,24.586485,118.016219,25.023848,1,0
1249,46800.0,118.097786,24.44173,118.191116,25.053333,1,0
1274,46800.0,118.059773,24.564295,118.199361,25.041131,1,0
1255,46800.0,118.225796,25.066773,118.137411,24.532008,2,1
1248,46800.0,118.098159,24.509182,118.190863,25.057417,1,0
1271,46800.0,118.092152,24.62936,117.997877,24.997305,1,0
1258,46800.0,118.140467,24.512562,118.082058,25.223736,1,0
1289,46800.0,118.20247,25.065155,118.156818,24.516036,1,1
1281,46800.0,118.157541,25.051348,118.12851,24.425709,2,1
1261,46800.0,118.178285,24.473177,118.039943,25.230506,3,0
1256,46800.0,118.005981,24.998176,118.108873,24.521706,3,1
1278,46800.0,118.178285,24.473177,118.039977,25.230408,1,0
1273,46800.0,118.121744,24.480661,118.049556,25.222283,1,0
1264,46800.0,118.103287,24.468708,118.161735,25.064588,1,0
1287,46800.0,118.191863,25.058694,118.147501,24.470647,1,1
1277,46800.0,118.09759,25.000466,118.135569,24.489503,1,1
1266,46800.0,118.06043,25.22694,118.135085,24.513702,1,1
1265,46800.0,118.097139,24.461044,118.175476,25.059853,1,0
1279,46800.0,118.001307,24.999243,118.123865,24.507268,1,1
1272,46800.0,118.176074,25.062325,118.1126,24.51152,1,1
1270,46800.0,117.991985,24.584685,118.194028,25.036889,1,0
1284,46800.0,118.240218,25.075928,118.130139,24.550636,3,1
1247,46800.0,118.062377,24.601421,118.180778,25.048304,1,0
1254,46800.0,118.11243,24.609029,118.111706,25.019829,1,0
1252,46800.0,118.1792,25.05828,118.150621,24.48764,1,1
1290,46800.0,118.199762,25.039574,118.152415,24.528681,1,1
1259,46800.0,118.184716,25.057822,118.092326,24.497185,2,1
1269,46800.0,118.241587,25.074464,118.142242,24.537209,1,1
1260,46800.0,118.113036,24.527508,118.004689,25.004032,2,0
1243,46800.0,118.169203,25.064308,118.133797,24.503216,2,1
1268,46800.0,118.002183,24.998295,118.123893,24.507277,1,1
1292,46835.0,118.172849,25.056786,118.154462,24.511966,1,1
1293,46872.0,117.948156,25.023365,118.137152,24.519138,1,1
1294,46883.0,118.131312,24.493141,118.16833,25.115306,1,0
1295,46928.0,118.121611,24.434383,118.196755,25.059379,1,0
1297,46968.0,118.192668,25.056301,118.1311,24.494259,1,1
1298,46969.0,118.17893,25.057058,118.084695,24.60279,1,1
1300,47001.0,118.130736,24.46815,117.954372,25.01797,1,0
1301,47038.0,118.079015,24.633511,118.182131,25.054863,1,0
1302,47073.0,118.132416,24.497724,118.203568,25.042179,1,0
1304,47099.0,118.193062,25.045408,118.108273,24.470204,1,1
1306,47150.0,118.191703,25.038549,118.112429,24.609028,1,1
1307,47157.0,118.123059,24.469542,118.20702,25.047595,2,0
1308,47172.0,118.150806,24.487687,118.184325,25.057122,1,0
1309,47220.0,118.165123,24.509358,118.156687,25.063749,1,0
1310,47239.0,118.048217,24.606851,118.105218,25.01896,1,0
1311,47256.0,118.209365,25.045675,118.097579,24.570666,1,1
1312,47305.0,118.09778,24.944512,118.100848,24.50681,1,1
1314,47320.0,118.14917,24.524969,118.196201,25.038293,1,0
1315,47358.0,118.150853,24.473122,117.995669,24.990624,1,0
1316,47362.0,118.094678,24.626318,118.197032,25.045796,1,0
1318,47385.0,118.066402,25.233078,118.123437,24.592576,1,1
1323,47400.0,117.971981,25.016637,118.14361,24.524175,2,1
1321,47400.0,118.082442,24.460646,118.213239,25.040326,1,0
1325,47400.0,118.006031,24.99819,118.13351,24.525707,1,1
1328,47400.0,118.151191,24.529125,118.190419,25.049969,1,0
1322,47400.0,118.060191,24.580145,118.192989,25.045412,2,0
1330,47403.0,117.94758,25.021695,118.137615,24.495815,1,1
1333,47470.0,118.130148,24.493689,117.950429,25.019158,1,0
1337,47510.0,118.054185,24.601846,118.182703,25.054956,1,0
1341,47584.0,118.175208,25.055763,118.104668,24.484208,1,1
1342,47602.0,118.177897,25.066548,118.098596,24.466945,1,1
1344,47651.0,118.119562,24.599997,118.104451,25.018822,1,0
1349,47911.0,118.200577,25.038966,118.15847,24.515642,2,1
1351,47977.0,118.113314,24.544818,118.191116,25.053333,1,0
1353,48000.0,118.207246,25.048779,118.023168,24.585356,1,1
1354,48000.0,118.101528,24.506229,118.167748,25.05616,1,0
1358,48000.0,118.195104,25.038894,118.136919,24.494038,1,1
1364,48000.0,118.158445,24.51688,118.198483,25.054124,1,0
1355,48000.0,118.101614,24.506355,118.167748,25.05616,1,0
1361,48000.0,118.091677,24.62959,118.20099,25.056053,1,0
1362,48000.0,118.158854,24.490956,118.122819,25.16031,1,0
1366,48005.0,118.185478,24.470958,118.194034,25.037493,1,0
1367,48071.0,118.108785,24.521089,118.006451,25.00904,1,0
1372,48205.0,118.130148,24.493689,117.950429,25.019158,1,0
1373,48213.0,118.178692,24.481567,118.190951,25.045092,1,0
1374,48217.0,118.193966,25.058665,118.10887,24.50911,1,1
1376,48260.0,118.180315,24.463935,118.206842,25.066881,1,0
1377,48262.0,118.148044,24.509862,118.197859,25.042746,1,0
1378,48326.0,118.170797,25.079551,118.084834,24.456673,2,1
1381,48378.0,118.089088,24.457348,118.16896,25.064288,1,0
1383,48394.0,118.090333,24.463904,118.177196,25.061174,3,0
1384,48412.0,118.099193,24.457159,118.189541,25.05054,1,0
1385,48421.0,118.203661,25.057773,118.150196,24.527776,1,1
1386,48425.0,118.191235,25.055889,118.167,24.460614,1,1
1388,48539.0,118.234231,25.063492,118.180211,24.472684,1,1
1389,48563.0,118.203078,25.046051,118.14309,24.511714,1,1
1391,48589.0,118.090333,24.463904,118.177196,25.061174,2,0
1394,48600.0,118.098253,24.5046,118.162468,25.048299,1,0
1398,48600.0,118.154606,24.508311,118.213413,25.045756,1,0
1402,48600.0,118.198478,25.044406,118.139033,24.497311,1,1
1399,48600.0,118.099884,24.506511,118.00943,25.015125,2,0
1415,48600.0,118.112934,24.522754,118.016668,25.026231,1,0
1418,48600.0,118.20689,25.046249,118.194435,24.49212,1,1
1428,48600.0,118.131312,24.493141,118.022273,25.209158,2,0
1419,48600.0,118.175247,25.057292,118.062779,24.596552,1,1
1406,48600.0,118.1792,25.05828,118.150621,24.48764,1,1
1405,48600.0,118.099905,25.002776,118.176583,24.482524,1,1
1426,48600.0,118.188221,25.055794,118.137532,24.496531,1,1
1424,48600.0,118.198149,25.060847,118.150422,24.528024,1,1
1422,48600.0,118.17126,24.530202,117.953118,25.016735,1,0
1408,48600.0,118.058172,25.23035,118.103772,24.507227,1,1
1414,48600.0,118.180331,25.070758,118.092345,24.448257,2,1
1400,48600.0,118.101734,25.016044,118.085891,24.450426,1,1
1393,48600.0,118.202739,24.489182,118.188913,25.052128,1,0
1425,48600.0,118.142017,24.522297,118.013559,25.016327,1,0
1420,48600.0,118.003526,25.000041,118.164412,24.505296,1,1
1410,48600.0,118.179493,25.07099,118.092345,24.448257,2,1
1423,48600.0,118.013478,25.209946,118.176177,24.483139,1,1
1403,48600.0,118.198478,25.044406,118.139033,24.497311,1,1
1401,48600.0,118.164917,24.526684,118.208663,25.033663,1,0
1411,48600.0,118.183932,25.057629,118.086342,24.447573,2,1
1431,48618.0,118.206872,25.047565,118.122718,24.616379,2,1
1432,48670.0,118.12096,25.043576,118.109864,24.591659,2,1
1434,48716.0,118.159317,24.477034,118.185638,25.047628,1,0
1435,48727.0,118.238785,25.062015,118.136646,24.504583,1,1
1436,48747.0,117.948507,25.019702,118.10901,24.589079,1,1
1437,48763.0,118.200649,25.055474,118.124874,24.475648,1,1
1440,48784.0,118.204074,25.057114,118.150196,24.527776,1,1
1442,48844.0,118.159695,24.437648,118.171636,25.079339,2,0
1443,48883.0,118.145752,24.491946,118.192941,25.049214,1,0
1444,48900.0,118.189103,25.051034,118.090961,24.462731,1,1
1448,49074.0,118.088205,24.443878,118.213605,25.045473,1,0
1449,49177.0,118.132837,24.485169,118.187743,25.05819,1,0
1453,49200.0,118.040019,24.550913,118.239797,25.076775,1,0
1452,49200.0,118.180298,25.041299,118.09407,24.59083,1,1
1454,49200.0,118.241804,25.07491,118.079019,24.633511,1,1
1451,49200.0,118.130148,24.493689,117.950429,25.019158,1,0
1460,49212.0,118.179614,25.053645,118.094516,24.632711,1,1
1461,49228.0,118.123604,24.474027,118.192094,25.044495,1,0
1465,49273.0,118.132837,24.485169,118.187743,25.05819,1,0
1466,49274.0,118.201282,25.054714,118.127121,24.515813,1,1
1467,49293.0,118.194491,25.045019,118.067096,24.633538,1,1
1468,49351.0,118.1237,24.535363,118.06022,25.015759,2,0
1469,49482.0,118.197359,24.48323,117.948156,25.023366,1,0
1471,49658.0,118.166461,24.476609,118.182264,25.058607,1,0
1473,49713.0,118.165839,24.511504,118.207021,25.047596,1,0
1474,49741.0,118.090167,24.937345,118.142625,24.519003,1,1
1477,49764.0,118.198241,25.047998,118.145728,24.497794,1,1
1478,49788.0,118.165313,24.51051,118.207021,25.047596,1,0
1480,49800.0,118.079019,24.633511,117.952967,25.016319,1,0
1479,49800.0,118.079019,24.633511,117.952967,25.016319,1,0
1484,49808.0,118.005377,25.007014,118.111794,24.525049,1,1
1494,50061.0,118.190789,25.051637,118.119583,24.502717,3,1
1504,50319.0,118.155316,25.052277,118.141442,24.482015,1,1
1507,50342.0,118.053181,25.018909,118.069099,24.624517,1,1
1557,50400.0,118.098005,24.620722,118.19118,25.049396,1,0
1558,50400.0,118.161085,24.440597,117.954153,25.017832,1,0
1533,50400.0,118.072776,24.562847,118.178192,25.057313,2,0
1512,50400.0,118.189293,25.049926,118.103287,24.468708,1,1
1522,50400.0,118.194495,25.058974,118.109607,24.458517,1,1
1524,50400.0,118.20374,25.066148,118.147566,24.497644,1,1
1582,50400.0,118.195614,25.044688,118.136816,24.531395,1,1
1545,50400.0,118.197092,25.063827,118.12502,24.474878,1,1
1579,50400.0,118.127396,24.467839,118.079686,24.947317,1,0
1568,50400.0,117.971799,25.016406,118.138481,24.491131,1,1
1565,50400.0,118.148031,24.488036,118.156006,25.062803,2,0
1566,50400.0,118.20447,25.061247,118.145648,24.494791,1,1
1517,50400.0,118.227533,25.066795,118.164756,24.442621,1,1
1540,50400.0,117.972238,25.016609,118.14361,24.524175,2,1
1581,50400.0,118.115807,24.582782,118.187321,25.03982,2,0
1552,50400.0,118.060835,24.569904,118.041154,25.231699,1,0
1569,50400.0,118.166916,25.064695,118.101485,24.485842,1,1
1511,50400.0,118.13423,24.491384,118.07936,24.946419,1,0
1518,50400.0,118.163688,24.477125,118.194779,25.054709,1,0
1513,50400.0,118.169123,25.065226,118.133797,24.503216,2,1
1521,50400.0,118.057312,24.60448,118.2077,25.032218,1,0
1520,50400.0,118.029347,24.586917,118.211879,25.044642,2,0
1541,50400.0,118.072776,24.562847,118.178192,25.057313,1,0
1531,50400.0,118.184046,25.051573,118.163344,24.530143,1,1
1560,50400.0,118.121858,24.488084,118.091586,24.976817,1,0
1514,50400.0,118.169203,25.064308,118.133797,24.503216,2,1
1529,50400.0,117.9486,25.01725,118.17126,24.530202,1,1
1553,50400.0,118.136983,24.492809,118.178304,25.055323,1,0
1539,50400.0,118.205414,25.060653,118.124533,24.430932,2,1
1536,50400.0,118.193243,24.483137,118.100081,24.941959,1,0
1525,50400.0,118.182061,25.067953,118.144692,24.480409,1,1
1574,50400.0,118.179388,25.070853,118.091935,24.448726,2,1
1535,50400.0,118.151918,24.475332,118.182545,25.054199,1,0
1554,50400.0,118.082394,24.460618,118.204549,25.049552,1,0
1515,50400.0,118.142012,24.608205,118.179384,25.059379,1,0
1530,50400.0,118.196829,25.046417,118.07973,24.632559,1,1
1559,50400.0,118.11959,24.600153,118.104451,25.018822,1,0
1564,50400.0,118.240218,25.075928,118.130139,24.550636,3,1
1572,50400.0,118.169123,25.065226,118.133797,24.503216,2,1
1555,50400.0,117.994402,25.000568,118.088813,24.459149,1,1
1563,50400.0,118.01181,25.01498,118.09516,24.58229,1,1
1580,50400.0,118.133078,24.489031,118.035766,25.23065,1,0
1549,50400.0,118.121611,24.434383,118.196755,25.059379,1,0
1583,50418.0,118.189101,25.051324,118.147808,24.505038,1,1
1584,50443.0,118.153007,24.49023,118.007457,25.009533,2,0
1585,50461.0,118.159695,24.437648,118.171636,25.079339,2,0
1586,50484.0,118.20142,25.048114,118.160115,24.508084,1,1
1587,50485.0,118.1962,25.03829,118.113256,24.585852,1,1
1589,50519.0,118.121707,24.493334,118.164775,25.067055,1,0
1590,50556.0,118.130406,24.426175,118.040487,25.230392,2,0
1591,50564.0,118.148044,24.509862,118.197859,25.042746,1,0
1592,50571.0,118.23553,25.063744,118.148391,24.501033,1,1
1593,50600.0,118.184325,25.057122,118.115663,24.469199,1,1
1596,50682.0,118.104246,25.018033,118.092841,24.44819,1,1
1598,50690.0,118.096342,24.482086,118.201076,25.05817,1,0
1600,50732.0,118.104246,25.018033,118.092345,24.448257,1,1
1601,50743.0,118.156657,24.515986,118.185327,25.06278,1,0
1602,50758.0,118.098334,24.434531,118.192862,25.043037,1,0
1603,50768.0,118.210186,25.042192,118.144582,24.68689,1,1
1604,50776.0,118.10584,24.586561,118.192075,25.059455,1,0
1605,50781.0,117.9486,25.01725,118.10546,24.582097,1,1
1606,50830.0,118.189728,25.054903,118.149776,24.505033,1,1
1608,50852.0,118.092211,24.494541,118.05178,25.019349,1,0
1609,50863.0,118.201282,25.054714,118.127121,24.515813,1,1
1611,50898.0,118.158994,24.523987,118.202207,25.038912,1,0
1612,50908.0,118.180586,24.500047,118.048357,25.214644,1,0
1613,50928.0,118.180586,24.500047,118.048357,25.214644,1,0
1614,50931.0,118.132151,24.597959,118.068326,25.240179,1,0
1615,50958.0,118.083154,24.601525,118.092402,24.972794,1,0
1616,50999.0,118.149128,24.496715,118.191684,25.037048,1,0
1619,51000.0,118.148031,24.488036,118.156006,25.062803,3,0
1617,51000.0,118.003287,24.999377,118.114539,24.491272,1,1
1620,51007.0,118.153693,24.527937,118.09132,25.024044,1,0
1621,51013.0,118.207605,25.059719,118.121665,24.435135,1,1
1624,51070.0,118.115663,24.469199,118.192105,25.053936,1,0
1625,51087.0,118.130313,24.598776,118.068326,25.240179,1,0
1628,51106.0,118.178788,24.487753,118.17093,25.057356,1,0
1627,51106.0,118.070421,24.590864,118.164903,25.064347,1,0
1629,51111.0,118.097034,25.013576,118.189408,24.478628,1,1
1630,51120.0,118.13423,24.491384,118.181821,25.070571,1,0
1631,51153.0,118.118929,24.480067,118.17093,25.057356,1,0
1635,51272.0,118.130339,24.426092,118.039943,25.230506,2,0
1636,51279.0,118.159101,25.04406,118.12726,24.473748,1,1
1637,51313.0,118.162008,25.063926,118.131853,24.498345,1,1
1640,51329.0,118.138234,24.475456,118.17692,25.056944,1,0
1642,51428.0,117.950506,25.016435,118.130803,24.481943,1,1
1644,51446.0,117.992618,24.583709,118.202711,25.051557,1,0
1646,51465.0,118.097768,24.944442,118.125859,24.489626,2,1
1647,51489.0,118.201951,25.046022,118.092841,24.44819,2,1
1648,51537.0,118.163802,24.502631,118.208663,25.033662,1,0
1650,51552.0,118.114965,24.487725,118.199321,25.062586,1,0
1656,51600.0,118.241601,25.074549,118.141177,24.524376,1,1
1654,51600.0,118.105228,24.586362,118.192075,25.059455,1,0
1657,51641.0,118.193182,25.054252,118.094957,24.61396,1,1
1659,51725.0,118.003827,25.000537,118.111539,24.53057,1,1
1660,51730.0,118.130853,24.517043,118.071728,25.232086,1,0
1662,51796.0,118.158338,24.515939,118.049694,25.222614,1,0
1663,51843.0,118.100111,24.506598,118.125589,25.164796,1,0
1664,51846.0,118.115663,24.469199,118.192105,25.053936,1,0
1667,51893.0,118.172259,25.073225,118.137152,24.519138,1,1
1668,51934.0,118.079878,24.631877,118.193981,25.050283,1,0
1669,51976.0,118.156687,25.063749,118.052114,24.580607,1,1
1670,52004.0,118.062348,25.216674,118.130268,24.422478,2,1
1671,52014.0,118.15053,24.48787,118.205684,25.066029,1,0
1672,52029.0,118.11645,24.520736,118.184336,25.103247,1,0
1675,52079.0,118.102533,24.469631,118.185638,25.047628,1,0
1676,52081.0,118.182396,25.06843,118.156324,24.505053,1,1
1677,52106.0,118.120735,24.471768,118.236462,25.065267,1,0
1679,52143.0,118.099964,24.516601,118.039977,25.230408,1,0
1713,52200.0,118.061447,25.215706,118.130311,24.422636,1,1
1707,52200.0,118.193997,25.04568,118.064882,24.567782,2,1
1735,52200.0,118.169595,24.458039,118.049997,25.231167,1,0
1706,52200.0,118.181664,25.055071,118.180211,24.472684,1,1
1704,52200.0,118.110401,24.48544,118.223286,25.072344,1,0
1691,52200.0,118.079019,24.633511,118.191118,25.053333,1,0
1717,52200.0,118.062438,24.602065,118.197263,25.060497,1,0
1718,52200.0,118.029347,24.586917,118.190929,25.048727,1,0
1689,52200.0,118.074741,25.221787,118.128494,24.476177,1,1
1702,52200.0,118.182928,25.068613,118.109126,24.597183,2,1
1687,52200.0,118.092377,24.448695,118.055729,25.235827,2,0
1727,52200.0,118.079019,24.633511,118.016713,25.194606,1,0
1698,52200.0,118.149662,24.4938,118.19722,25.060364,1,0
1734,52200.0,118.083065,24.450333,118.204482,25.05623,2,0
1730,52200.0,118.213531,25.045227,118.094785,24.466125,1,1
1686,52200.0,118.206443,25.046638,118.086342,24.447573,1,1
1695,52200.0,118.195614,25.044688,118.136877,24.531275,1,1
1683,52200.0,118.184931,24.504156,118.202905,25.06646,1,0
