,TIME,Oy,Ox,Dy,Dx,Q,CITY
2422,61200.0,118.213605,25.045473,118.058333,24.56423,1,1
2396,61200.0,118.194073,25.034139,118.06397,24.558607,1,1
2393,61200.0,118.182339,24.477001,118.184326,25.057125,1,0
2410,61200.0,118.188504,24.504009,118.182879,25.061878,1,0
2404,61200.0,118.004555,24.99909,118.178678,24.477516,1,1
2394,61200.0,118.201804,25.039209,118.177138,24.483397,1,1
2430,61200.0,118.192401,25.04572,118.098604,24.628401,1,1
2442,61200.0,118.150422,24.528024,118.10444,25.020067,1,0
2433,61200.0,118.072443,24.562697,118.1962,25.03829,1,0
2406,61200.0,118.241621,25.073942,118.079019,24.633512,1,1
2443,61200.0,118.091617,24.446309,118.196194,25.043057,1,0
2402,61200.0,118.113659,24.582844,118.208154,25.046421,1,0
2398,61200.0,118.155835,24.529281,118.153817,25.054449,1,0
2440,61200.0,118.129892,24.478883,118.016493,25.194556,1,0
2437,61200.0,118.201049,25.058224,118.159962,24.520168,1,1
2426,61200.0,118.128966,24.596242,118.168397,25.064718,1,0
2445,61257.0,118.204658,25.061638,118.120427,24.477209,1,1
2446,61265.0,118.150483,24.524909,118.230949,25.085683,1,0
2449,61335.0,118.164292,24.51193,118.191119,25.053334,1,0
2450,61365.0,118.137445,24.49384,117.948156,25.023365,1,0
2451,61366.0,118.165324,24.525517,118.044561,25.232046,1,0
2452,61376.0,118.116198,24.610914,118.057759,25.014439,1,0
2453,61379.0,118.092383,24.446768,118.192965,25.04543,1,0
2454,61384.0,118.151443,24.514153,118.17354,25.05031,1,0
2455,61385.0,118.231743,25.071273,118.145406,24.488,1,1
2456,61529.0,118.188451,25.04526,118.182296,24.476885,1,1
2457,61685.0,118.193798,24.472935,118.224959,25.081185,1,0
2460,61743.0,118.195801,25.03753,118.146397,24.492869,1,1
2461,61771.0,118.193017,25.052705,118.092419,24.498142,1,1
2462,61775.0,118.019122,24.58581,118.173633,25.067914,1,0
2466,61800.0,118.172528,24.489009,118.165333,25.049626,1,0
2473,61800.0,118.170805,24.472305,118.201076,25.05817,1,0
2464,61800.0,118.221472,25.07511,118.159926,24.520232,1,1
2471,61800.0,118.173924,24.458104,118.021678,25.20823,1,0
2469,61800.0,118.085741,24.4845,118.198362,25.044847,1,0
2476,61800.0,118.189704,25.051898,118.131323,24.493367,1,1
2477,61800.0,118.0952,25.168271,118.125357,24.47121,1,1
2465,61800.0,118.182552,24.47721,118.191704,25.049285,1,0
2467,61800.0,118.182407,24.485037,118.188876,25.039757,1,0
2468,61800.0,118.1918,25.056076,118.131574,24.487166,1,1
2478,61800.0,118.166369,25.081073,118.181386,24.499124,1,1
2481,61854.0,118.073569,25.217193,118.12102,24.602666,1,1
2482,61863.0,118.127446,24.543718,118.040485,25.23039,1,0
2483,61871.0,118.098647,25.003985,118.085876,24.454622,1,1
2484,61885.0,118.138426,24.503369,118.0952,25.168271,2,0
2485,61903.0,118.103214,24.461807,118.059291,25.013696,2,0
2488,62000.0,118.11439,24.464493,118.193665,25.041266,1,0
2489,62002.0,118.071992,24.560829,118.00943,25.015125,1,0
2490,62023.0,118.165825,24.511919,118.004961,25.00043,1,0
2492,62032.0,118.163138,25.062864,118.060822,24.618821,1,1
2493,62040.0,118.10638,24.567413,118.178811,25.056862,1,0
2495,62064.0,118.151805,24.528408,118.168816,25.058173,1,0
2496,62065.0,118.062709,24.58143,118.194739,25.058058,1,0
2497,62077.0,118.062109,25.229647,118.162912,24.502929,1,1
2501,62251.0,118.144426,24.478625,118.093431,25.01862,1,0
2502,62320.0,118.137737,24.495989,118.189117,25.055852,1,0
2507,62400.0,118.17658,24.483817,118.099021,25.013226,1,0
2511,62400.0,118.187357,24.503649,118.180778,25.048304,1,0
2514,62400.0,118.20142,25.048114,118.119067,24.46788,1,1
2513,62400.0,118.091535,24.596099,118.192259,25.053146,1,0
2518,62495.0,118.026822,25.217352,118.142242,24.537209,1,1
2520,62504.0,118.12156,24.522707,118.194558,25.045346,2,0
2521,62511.0,118.17397,25.074792,118.103287,24.468708,2,1
2522,62512.0,118.120358,24.520723,118.208205,25.047871,1,0
2523,62592.0,118.140766,24.494161,118.157541,25.051348,1,0
2525,62633.0,118.105865,24.535448,118.206076,25.051399,1,0
2528,62734.0,117.949228,25.020004,118.108708,24.595497,1,1
2529,62820.0,118.18496,24.504047,118.195614,25.044688,1,0
2530,62862.0,118.194935,25.039968,118.120148,24.492548,1,1
2532,62943.0,118.12005,24.520882,118.208205,25.047871,1,0
2535,62962.0,118.212733,25.050903,118.182369,24.501971,1,1
2572,63000.0,118.212315,25.061578,118.135944,24.499958,1,1
2541,63000.0,118.161681,25.069507,118.060175,24.617964,1,1
2551,63000.0,118.204925,25.06184,118.145727,24.497795,1,1
2542,63000.0,118.161681,25.069507,118.060175,24.617964,1,1
2554,63000.0,118.199528,25.063043,118.082135,24.482268,1,1
2574,63000.0,118.15604,25.066578,118.082135,24.482268,1,1
2545,63000.0,118.185929,25.061006,118.064931,24.571802,1,1
2550,63000.0,118.19441,25.039208,118.100527,24.456227,1,1
2575,63000.0,118.15604,25.066578,118.082135,24.482268,1,1
2552,63000.0,118.049999,25.230607,118.112228,24.466245,1,1
2563,63000.0,118.193246,25.056174,118.177618,24.462776,1,1
2569,63000.0,118.205165,25.068813,118.161159,24.527312,2,1
2570,63000.0,118.101312,25.016421,118.094823,24.460742,1,1
2544,63000.0,118.100348,24.995856,118.089561,24.443182,1,1
2580,63016.0,118.194323,25.050281,118.195656,24.52899,1,1
2585,63365.0,118.203157,25.067366,118.14807,24.489312,1,1
2586,63373.0,118.130418,24.550797,118.203798,25.050545,1,0
2587,63391.0,117.952967,25.016319,118.152707,24.541445,1,1
2588,63421.0,118.170854,24.459635,118.16039,25.068981,1,0
2590,63483.0,118.080039,24.450094,118.058597,25.015608,3,0
2591,63519.0,118.19441,25.039208,118.100527,24.456227,1,1
2594,63554.0,118.069267,25.226781,118.110719,24.467463,1,1
2596,63595.0,118.091935,24.448726,118.199971,25.066309,1,0
2597,63600.0,118.056548,24.604736,118.182447,25.067359,1,0
2610,63600.0,118.241964,25.074278,118.136126,24.531815,3,1
2598,63600.0,118.164104,24.474158,118.181774,25.049448,1,0
2608,63600.0,118.212129,25.04099,118.149662,24.4938,1,1
2601,63600.0,118.187502,24.482755,118.196215,25.045393,1,0
2602,63600.0,118.182369,24.501971,118.206876,25.047692,1,0
2605,63600.0,118.033919,25.213242,118.075133,24.64045,1,1
2609,63600.0,118.079019,24.633511,118.047862,25.216839,1,0
2613,63603.0,118.14525,24.471305,118.050958,25.233645,1,0
2614,63617.0,118.167383,24.455169,118.200302,25.045564,1,0
2615,63662.0,118.19441,25.039208,118.100527,24.456227,2,1
2618,63687.0,118.145164,24.471135,118.050958,25.233645,1,0
2620,63708.0,118.194085,24.489743,118.192497,25.059271,1,0
2621,63709.0,118.049961,24.556209,118.17093,25.057356,1,0
2625,63756.0,118.171996,25.078504,118.14907,24.52482,1,1
2628,63787.0,118.189703,24.504263,118.235484,25.062556,1,0
2629,63800.0,118.160727,25.067272,118.1634,24.517295,2,1
2633,63903.0,118.15604,25.066578,118.123401,24.514354,1,1
2634,63907.0,118.113599,24.524114,118.058598,25.01561,1,0
2636,64000.0,118.15604,25.066578,118.123401,24.514354,1,1
2637,64036.0,118.189922,24.50426,118.235562,25.06254,1,0
2638,64094.0,118.080039,24.450094,118.058597,25.015608,3,0
2639,64141.0,118.19302,25.052704,118.149011,24.475384,1,1
2649,64200.0,118.196275,24.473977,118.180604,25.049309,1,0
2641,64200.0,118.165481,24.497269,118.191845,25.050126,1,0
2645,64200.0,118.139882,24.531551,118.196294,25.047346,1,0
2652,64200.0,118.097342,24.481623,118.204538,25.056117,1,0
2647,64200.0,118.193908,25.037713,118.151696,24.527114,1,1
2651,64200.0,118.079019,24.633511,118.163097,25.065061,1,0
2653,64242.0,118.092536,24.631988,118.201748,25.046916,1,0
2654,64248.0,118.061043,25.229917,118.163752,24.499318,1,1
2655,64261.0,118.192482,25.039915,118.125923,24.492693,1,1
2657,64268.0,118.053422,24.609656,118.191796,25.056076,1,0
2658,64272.0,118.19302,25.052704,118.149011,24.475384,2,1
2660,64331.0,118.181648,25.057817,118.117566,24.52294,1,1
2661,64354.0,118.152323,24.542164,118.191257,25.040309,1,0
2662,64358.0,118.164217,24.474244,118.235057,25.063549,1,0
2664,64398.0,118.165575,24.47255,118.1962,25.03829,2,0
2665,64403.0,118.18548,24.483446,118.016492,25.194555,1,0
2668,64544.0,118.072404,24.567029,118.199735,25.042586,1,0
2669,64545.0,118.168397,25.064718,118.140657,24.607417,1,1
2670,64563.0,118.118364,24.524994,118.049133,25.229754,3,0
2673,64608.0,118.153954,25.06122,118.125859,24.489626,1,1
2674,64645.0,118.165656,25.065871,118.065591,24.611985,1,1
2676,64716.0,118.165575,24.47255,118.1962,25.03829,2,0
2678,64765.0,118.107898,25.01834,118.092813,24.448179,1,1
2715,64800.0,118.005377,25.007014,118.111794,24.525049,1,1
2686,64800.0,118.208663,25.033662,118.121819,24.510903,1,1
2706,64800.0,118.160845,25.071151,118.13054,24.473898,1,1
2688,64800.0,118.064119,25.008551,118.111272,24.522018,1,1
2753,64800.0,118.055803,25.23794,118.082309,24.634095,1,1
2748,64800.0,118.189062,25.052096,118.079019,24.63351,1,1
2743,64800.0,118.197653,24.473782,118.202412,25.067959,1,0
2745,64800.0,118.163974,25.069683,118.110295,24.46546,1,1
2733,64800.0,118.19302,25.052704,118.149011,24.475384,1,1
2750,64800.0,118.089561,24.443182,118.104851,24.993948,1,0
2685,64800.0,118.207116,25.031298,118.148252,24.494046,1,1
2697,64800.0,118.187996,24.461071,118.16479,25.064838,1,0
2720,64800.0,118.179591,25.055083,118.1363,24.499511,1,1
2710,64800.0,118.201099,25.059429,118.164412,24.505296,1,1
2704,64800.0,118.066649,24.617508,118.22687,25.071478,1,0
2725,64800.0,118.137825,24.517926,118.206948,25.058051,1,0
2754,64800.0,118.123566,24.470021,118.013448,25.020697,1,0
2705,64800.0,118.006183,25.017264,118.180407,24.471665,1,1
2741,64800.0,118.197865,24.473826,118.202412,25.067959,1,0
2732,64800.0,118.191654,24.485759,118.17717,25.06366,1,0
2684,64800.0,118.23278,25.070725,118.178736,24.500656,1,1
2722,64800.0,118.121972,24.472469,118.194627,25.04392,1,0
2717,64800.0,118.102716,24.465316,118.207225,25.066226,1,0
2747,64800.0,118.232739,25.082738,118.079019,24.633512,1,1
2719,64800.0,118.091595,24.993753,118.079019,24.633511,1,1
2731,64800.0,118.144841,24.472665,118.006031,24.99819,1,0
2714,64800.0,118.240598,25.076563,118.136126,24.531815,2,1
2726,64800.0,118.16122,24.528326,118.049556,25.222283,1,0
2711,64800.0,117.954153,25.017832,118.098583,24.466918,1,1
2687,64800.0,118.197029,25.063359,118.182296,24.476885,1,1
2728,64800.0,118.191118,25.053333,118.093918,24.476971,1,1
2740,64800.0,118.16119,24.528321,118.007667,25.197399,1,0
2701,64800.0,118.171214,25.079149,118.145752,24.491946,1,1
2691,64800.0,118.069994,25.011491,118.036684,24.583128,1,1
2734,64800.0,118.083154,24.601525,118.092433,24.972893,1,0
2692,64800.0,118.204914,25.051382,118.179726,24.501575,1,1
2696,64800.0,118.195543,24.472164,118.198846,25.063863,1,0
2699,64800.0,118.137886,24.515475,118.201076,25.05817,1,0
2744,64800.0,118.207699,25.059097,118.152274,24.497433,1,1
2698,64800.0,118.09223,24.437428,118.204466,25.054614,1,0
2707,64800.0,118.204579,25.051514,118.178675,24.489255,1,1
2721,64800.0,118.191235,25.055889,118.19932,24.492828,1,1
2682,64800.0,118.181542,25.061102,118.089896,24.461843,1,1
2751,64800.0,118.077845,24.455353,118.179916,25.054503,1,0
2749,64800.0,118.056183,25.231793,118.166144,24.507168,1,1
2739,64800.0,118.027053,25.218675,118.078306,24.451899,1,1
2709,64800.0,118.204729,25.068452,118.101578,24.57489,1,1
2723,64800.0,118.18899,24.504546,117.948156,25.023365,1,0
2746,64800.0,118.161404,24.481857,118.041528,25.214233,1,0
2752,64800.0,118.19441,25.039208,118.121677,24.464412,1,1
2755,64865.0,118.200795,25.05818,118.159962,24.520168,1,1
2756,64879.0,118.181648,25.057817,118.117566,24.52294,1,1
2759,64925.0,118.19198,25.049344,118.178369,24.462627,1,1
2760,64947.0,118.18434,25.057325,118.20108,24.480203,1,1
2761,64976.0,118.212733,25.050903,118.182369,24.501971,1,1
2762,64986.0,118.149293,24.500156,118.191116,25.053333,1,0
2763,65042.0,118.19198,25.049344,118.178369,24.462627,1,1
2767,65221.0,118.155311,24.527236,118.193665,25.041266,1,0
2768,65261.0,118.185638,25.047628,118.150203,24.487762,1,1
2770,65328.0,118.116673,24.475288,118.100862,25.018539,1,0
2771,65345.0,118.126119,24.517963,118.184325,25.057122,1,0
2772,65348.0,118.157326,25.052024,118.121333,24.511363,1,1
2774,65370.0,118.15345,25.050707,118.121016,24.522182,1,1
2785,65400.0,118.130853,24.517043,118.205414,25.060653,1,0
2789,65400.0,118.204754,25.06601,118.160373,24.520782,1,1
2790,65400.0,118.204427,25.056275,118.145752,24.491946,2,1
2781,65400.0,118.092536,24.631988,118.201748,25.046916,1,0
2787,65400.0,118.130853,24.517043,118.071728,25.232086,1,0
2784,65400.0,118.119634,24.428206,118.171532,25.061957,1,0
2795,65400.0,118.191169,24.477713,118.100464,24.996814,1,0
2786,65400.0,118.13152,24.516463,118.228619,25.069116,1,0
2783,65400.0,118.159915,25.055806,118.081026,24.482636,1,1
2778,65400.0,118.23278,25.070725,118.178736,24.500656,1,1
2777,65400.0,118.119408,24.467725,118.163097,25.065061,1,0
2779,65400.0,118.130853,24.517043,118.071728,25.232086,1,0
2799,65430.0,118.207903,25.047768,118.098229,24.508279,1,1
2800,65446.0,118.185966,24.484235,118.039977,25.230408,1,0
2801,65500.0,118.092178,24.450144,118.178053,25.066435,3,0
2803,65551.0,118.132278,24.482364,118.178805,25.057156,1,0
2805,65616.0,118.208673,25.0369,118.167005,24.460062,1,1
2809,65722.0,118.10784,25.01832,118.092813,24.448179,1,1
2810,65734.0,118.083306,24.631983,118.180298,25.041299,1,0
2811,65746.0,118.183452,25.066206,118.1237,24.535363,1,1
2812,65762.0,118.139877,24.535992,118.192488,25.05675,1,0
2813,65771.0,118.053366,24.579609,118.193082,25.045135,1,0
2815,65791.0,118.07973,24.632559,118.196365,25.044782,1,0
2817,65858.0,118.097579,24.570666,118.007457,25.009533,2,0
2818,65914.0,118.069606,24.616657,118.20399,25.049701,1,0
2821,65968.0,118.177667,25.063495,118.123838,24.541136,1,1
2825,66000.0,118.192971,25.052795,118.143227,24.490844,1,1
2826,66000.0,118.192754,24.485057,118.183077,25.049462,1,0
2831,66000.0,118.17893,25.057058,118.111666,24.581093,1,1
2822,66000.0,118.21042,25.043675,118.1612,24.441481,1,1
2824,66000.0,118.079019,24.633511,118.171384,25.051858,1,0
2834,66046.0,118.105278,24.48684,118.191119,25.053334,1,0
2833,66046.0,118.09675,24.96443,118.124854,24.514403,1,1
2836,66079.0,118.09614,25.017923,118.085611,24.48628,1,1
2837,66113.0,118.144426,24.478625,118.093431,25.01862,1,0
2838,66137.0,118.180211,24.472684,118.17729,25.067981,1,0
2839,66193.0,118.139303,24.489184,118.18627,25.060422,2,0
2841,66222.0,118.191109,25.038773,118.083993,24.456721,1,1
2842,66269.0,118.086212,24.450238,118.199937,25.057894,1,0
2844,66275.0,118.096877,24.975306,118.105241,24.577254,2,1
2845,66326.0,118.165717,24.510832,118.199102,25.039613,1,0
2847,66434.0,118.157326,25.052024,118.121333,24.511363,1,1
2849,66482.0,118.090549,24.465864,118.196201,25.038293,1,0
2850,66508.0,118.113011,24.608482,118.19321,25.037201,1,0
2857,66600.0,118.106375,24.467055,118.097816,25.018344,1,0
2887,66600.0,118.19352,25.041232,118.155048,24.52715,1,1
2883,66600.0,118.204538,25.056117,118.150926,24.472829,2,1
2905,66600.0,118.050261,25.230838,118.143802,24.50659,1,1
2870,66600.0,118.165656,25.065871,118.065591,24.611985,1,1
2866,66600.0,118.120729,24.46782,118.185984,25.059841,1,0
2880,66600.0,118.119077,24.467735,118.189998,25.05579,1,0
2871,66600.0,117.995734,25.004208,118.155728,24.521304,1,1
2875,66600.0,118.175888,24.48393,118.194395,25.038858,1,0
2898,66600.0,118.177786,25.056048,118.12578,24.481185,1,1
2874,66600.0,118.117376,24.501347,118.193592,25.054863,1,0
2876,66600.0,118.134705,24.489761,118.179116,25.056509,1,0
2869,66600.0,118.099947,24.586031,118.004961,25.00043,1,0
2892,66600.0,118.208389,25.052676,118.165937,24.529001,1,1
2867,66600.0,118.196215,25.045393,118.168013,24.47292,1,1
2884,66600.0,118.226605,25.072897,118.149502,24.520691,1,1
2897,66600.0,118.046867,25.224489,118.130172,24.490847,1,1
2856,66600.0,118.004555,24.99909,118.102156,24.613349,2,1
2873,66600.0,118.207577,25.059669,118.152274,24.497433,1,1
2872,66600.0,118.19409,25.054853,118.106511,24.581783,1,1
2881,66600.0,118.201099,25.059429,118.164412,24.505296,1,1
2896,66600.0,117.954153,25.017832,118.02703,24.575406,1,1
2922,67026.0,118.203314,25.057127,118.06649,24.580296,1,1
2924,67029.0,118.104451,25.018822,118.098583,24.466918,1,1
2929,67107.0,118.098135,24.955139,118.036446,24.587204,1,1
2947,67200.0,118.1962,25.03829,118.133174,24.510323,1,1
2944,67200.0,118.002224,24.996696,118.151043,24.473325,1,1
2937,67200.0,118.190863,25.057417,118.105621,24.581442,1,1
2940,67200.0,118.000618,24.998899,118.102268,24.506377,1,1
2949,67200.0,118.191036,25.049081,118.190895,24.505431,1,1
2951,67246.0,118.061043,25.229917,118.163752,24.499318,1,1
2953,67335.0,118.191103,25.051981,118.095451,24.582044,1,1
2955,67407.0,118.155097,25.051665,118.121333,24.511363,1,1
2963,67680.0,118.098957,24.571223,118.2088,25.048566,1,0
2964,67764.0,118.099393,24.497837,118.158951,25.060928,1,0
2965,67777.0,118.13139,24.484133,118.167492,25.134823,2,0
2966,67795.0,118.087615,24.450938,118.199937,25.057894,1,0
2969,67800.0,118.212411,25.06444,118.185658,24.470491,1,1
2973,67800.0,118.201417,25.059741,118.129339,24.477467,1,1
2972,67800.0,118.17893,25.057058,118.141425,24.480391,1,1
2971,67800.0,118.201614,24.482493,118.195877,25.047044,1,0
2970,67800.0,118.111397,24.487416,117.951408,25.018291,1,0
2974,67800.0,118.183184,25.050425,118.174334,24.467644,1,1
2967,67800.0,118.049997,25.231167,118.151162,24.491032,1,1
2976,67831.0,118.146786,24.520624,118.193768,25.055489,1,0
2982,68032.0,118.011008,25.018855,118.105345,24.587047,1,1
2983,68083.0,118.182894,24.500029,118.206076,25.051399,1,0
2985,68095.0,118.161282,24.503232,118.199102,25.039613,1,0
2984,68095.0,118.098777,24.497888,118.159769,25.060874,1,0
2986,68103.0,118.153146,24.541244,118.175979,25.060119,1,0
2988,68122.0,118.170225,25.056739,118.095451,24.582044,1,1
2987,68122.0,118.158274,24.487409,118.191116,25.053333,1,0
2989,68194.0,118.124837,24.516603,118.097816,25.018344,1,0
2990,68212.0,118.153146,24.541244,118.175979,25.060119,1,0
2991,68219.0,118.204332,25.06222,118.121001,24.426437,1,1
2992,68257.0,118.121372,24.521719,118.190585,25.045899,1,0
2993,68278.0,118.229739,25.065577,118.126312,24.681739,1,1
2995,68329.0,118.119853,24.466212,118.082531,25.193694,1,0
3007,68400.0,118.231917,25.067607,118.121819,24.510903,1,1
3066,68400.0,118.194085,24.489743,118.187612,25.056017,1,0
3064,68400.0,118.104404,24.501238,118.208663,25.033662,1,0
3058,68400.0,118.092536,24.631988,118.201748,25.046916,1,0
3053,68400.0,118.097579,24.570666,118.007457,25.009533,2,0
3013,68400.0,118.19183,25.040971,118.124248,24.603492,1,1
3062,68400.0,118.086884,24.448355,118.186514,25.048148,1,0
3067,68400.0,118.113821,24.522971,118.191118,25.053333,2,0
3049,68400.0,118.184308,25.057256,118.201109,24.480148,1,1
3011,68400.0,117.954153,25.017832,118.02703,24.575406,1,1
2999,68400.0,118.072958,25.011207,118.13689,24.493415,1,1
3008,68400.0,118.137869,24.515463,118.186324,25.060447,1,0
3068,68400.0,118.212508,25.04524,118.072394,24.63736,1,1
3044,68400.0,118.190929,25.048727,118.029347,24.586917,1,1
3043,68400.0,118.204579,25.051514,118.178675,24.489255,1,1
3001,68400.0,118.203571,25.061775,118.080746,24.476371,1,1
3061,68400.0,118.108308,24.522084,118.099032,24.944137,1,0
3060,68400.0,118.184479,24.486751,118.183699,25.055803,1,0
3033,68400.0,118.20618,25.071401,118.079019,24.633511,1,1
3020,68400.0,118.165678,24.47155,118.057235,25.222382,1,0
3069,68400.0,118.115997,24.525354,118.064086,25.214827,1,0
3030,68400.0,118.226048,25.064318,118.154762,24.526108,1,1
3023,68400.0,118.113566,25.14205,118.028493,24.588619,1,1
3037,68400.0,118.088298,24.461675,118.191116,25.053333,1,0
3040,68400.0,118.159973,25.061131,118.157524,24.526137,1,1
3070,68400.0,118.157747,24.468464,118.01691,25.015939,1,0
3075,68400.0,118.1139,24.587966,118.007457,25.009528,1,0
3014,68400.0,118.184325,25.057122,118.116661,24.514388,1,1
3036,68400.0,118.112634,24.489299,118.203839,25.052572,1,0
2997,68400.0,118.16407,25.063361,118.103683,24.489309,1,1
3017,68400.0,117.949971,25.017286,118.148396,24.472157,2,1
3025,68400.0,118.142657,24.515365,118.165926,25.064342,1,0
3035,68400.0,118.22612,25.068623,118.154762,24.526108,1,1
3027,68400.0,118.189002,25.052173,118.107011,24.581524,1,1
2996,68400.0,118.098135,24.955139,118.036446,24.587204,1,1
3076,68400.0,118.184112,25.057983,118.145132,24.491129,1,1
3026,68400.0,118.144329,24.480219,118.202935,25.066412,1,0
3045,68400.0,118.20627,25.048427,118.119358,24.510511,1,1
3006,68400.0,118.164641,24.510632,118.177254,25.068031,1,0
3010,68400.0,118.118935,24.506018,118.19395,25.054521,1,0
3009,68400.0,118.206076,25.051399,118.065594,24.611985,1,1
3046,68400.0,118.192865,25.057586,118.100273,24.485267,1,1
3003,68400.0,118.228619,25.069116,118.1095,24.581653,1,1
3002,68400.0,117.9486,25.01725,118.123406,24.475285,1,1
3079,68404.0,118.182894,24.500029,118.206076,25.051399,1,0
3083,68611.0,118.119579,24.428178,118.171532,25.061957,1,0
3088,68800.0,118.144426,24.478625,118.093431,25.01862,1,0
3092,68986.0,118.124455,24.597157,118.225508,25.068924,2,0
3093,68990.0,118.070401,24.560315,118.009401,25.015116,3,0
3099,69000.0,118.190995,24.525717,118.166631,25.061973,1,0
3100,69000.0,118.120895,24.464931,118.181542,25.061102,1,0
3094,69000.0,118.13162,24.48545,118.194657,25.057639,1,0
3096,69000.0,118.10984,24.524952,118.191118,25.053333,2,0
3102,69146.0,118.118731,24.467289,118.191116,25.053333,1,0
3103,69183.0,118.065841,24.572614,117.995503,25.003879,1,0
3104,69190.0,118.134816,24.489568,118.09759,25.000466,1,0
3106,69344.0,118.104563,25.018235,118.078303,24.4519,3,1
3108,69483.0,118.068385,24.592091,118.235252,25.066998,2,0
3111,69600.0,118.131917,24.498231,118.194813,25.057986,1,0
3114,69600.0,118.1048,24.46568,118.184544,25.042593,1,0
3115,69600.0,118.105276,24.48684,118.070494,25.234886,1,0
3113,69600.0,118.133203,24.510333,118.195973,25.037295,1,0
3126,70075.0,118.206289,25.059768,118.180857,24.482619,1,1
3127,70179.0,118.258964,25.049807,118.135597,24.501024,1,1
3130,70200.0,118.180933,25.060247,118.143541,24.484794,1,1
3149,70200.0,118.157541,25.051348,118.184655,24.500605,1,1
3146,70200.0,118.104552,25.018256,118.07811,24.452183,1,1
3169,70800.0,118.212941,25.051866,118.132182,24.507048,1,1
3174,70857.0,118.193531,25.040999,118.139342,24.494486,1,1
3175,70962.0,118.052397,25.222257,118.128533,24.540743,1,1
